request_id,asset_id,department,section_id,defect_type,criticality,overdue_days,asset_stress_index,is_monsoon,days_since_last_inspection,failure_count_last_year,is_critical_defect,requested_window_start,requested_window_end,section_traffic_density
REQ-01541,AST-ENG-157,Engineering,BZA-VSKP,track_defect,Medium,71,0.474,0,53,2,False,2026-10-03 00:00:00,2026-10-03 05:00:00,41
REQ-01542,AST-TRD-045,Traction Distribution,SBC-JTJ,traction_fault,Medium,63,0.374,1,108,2,False,2026-09-27 11:00:00,2026-09-27 13:00:00,38
REQ-01543,AST-TRD-131,Traction Distribution,ALD-MGS,traction_fault,Low,27,0.536,1,103,4,False,2026-09-22 23:00:00,2026-09-23 03:00:00,45
REQ-01544,AST-SNT-113,Signal & Telecom,JP-AII,signal_fault,Medium,76,0.588,1,44,6,False,2026-09-17 13:00:00,2026-09-17 18:00:00,35
REQ-01545,AST-TRD-023,Traction Distribution,CSMT-KYN,traction_fault,Low,76,0.745,1,137,6,True,2026-09-21 00:00:00,2026-09-21 05:00:00,48
REQ-01546,AST-ENG-001,Engineering,NDLS-GZB,track_defect,Low,65,0.29,1,50,1,False,2026-09-27 11:00:00,2026-09-27 14:00:00,48
REQ-01547,AST-TRD-046,Traction Distribution,SBC-JTJ,traction_fault,Low,29,0.484,1,82,5,False,2026-09-14 23:00:00,2026-09-15 03:00:00,38
REQ-01548,AST-ENG-073,Engineering,ADI-BRC,track_defect,Low,5,0.876,1,52,6,False,2026-09-13 22:00:00,2026-09-14 01:00:00,42
REQ-01549,AST-SNT-005,Signal & Telecom,NDLS-GZB,signal_fault,Low,23,0.495,1,58,3,False,2026-09-18 00:00:00,2026-09-18 02:00:00,48
REQ-01550,AST-ENG-100,Engineering,BPL-ET,track_defect,Medium,62,0.63,1,30,4,False,2026-09-10 04:00:00,2026-09-10 08:00:00,41
REQ-01551,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Medium,59,0.223,1,32,0,True,2026-09-25 15:00:00,2026-09-25 17:00:00,45
REQ-01552,AST-TRD-045,Traction Distribution,SBC-JTJ,traction_fault,Low,68,0.362,1,94,2,False,2026-09-13 13:00:00,2026-09-13 16:00:00,38
REQ-01553,AST-TRD-057,Traction Distribution,MAS-AJJ,traction_fault,Low,0,0.43,1,131,3,False,2026-09-30 04:00:00,2026-09-30 08:00:00,44
REQ-01554,AST-ENG-040,Engineering,SBC-JTJ,track_defect,Medium,28,0.385,1,52,1,False,2026-09-12 11:00:00,2026-09-12 13:00:00,38
REQ-01555,AST-SNT-053,Signal & Telecom,MAS-AJJ,signal_fault,Medium,48,0.557,0,64,4,False,2026-10-06 02:00:00,2026-10-06 04:00:00,44
REQ-01556,AST-ENG-025,Engineering,HWH-BWN,track_defect,Low,28,0.968,1,52,9,False,2026-09-19 02:00:00,2026-09-19 06:00:00,46
REQ-01557,AST-TRD-060,Traction Distribution,MAS-AJJ,traction_fault,Low,31,0.632,1,88,3,False,2026-09-21 11:00:00,2026-09-21 15:00:00,44
REQ-01558,AST-SNT-127,Signal & Telecom,ALD-MGS,signal_fault,Low,57,0.731,1,30,7,False,2026-09-12 22:00:00,2026-09-13 00:00:00,45
REQ-01559,AST-ENG-169,Engineering,NGP-BSL,track_defect,Low,25,0.473,0,42,5,False,2026-10-06 04:00:00,2026-10-06 07:00:00,38
REQ-01560,AST-SNT-077,Signal & Telecom,ADI-BRC,signal_fault,Low,11,0.408,1,41,2,True,2026-09-29 15:00:00,2026-09-29 19:00:00,42
REQ-01561,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Low,53,0.21,1,21,0,True,2026-09-14 00:00:00,2026-09-14 03:00:00,45
REQ-01562,AST-ENG-051,Engineering,MAS-AJJ,track_defect,Low,65,0.591,0,68,3,False,2026-10-02 04:00:00,2026-10-02 08:00:00,44
REQ-01563,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Low,36,0.21,0,39,0,False,2026-10-02 13:00:00,2026-10-02 16:00:00,45
REQ-01564,AST-ENG-110,Engineering,JP-AII,track_defect,Low,44,0.293,0,57,0,False,2026-10-05 23:00:00,2026-10-06 02:00:00,35
REQ-01565,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,Low,68,0.297,1,33,3,False,2026-09-22 02:00:00,2026-09-22 05:00:00,35
REQ-01566,AST-SNT-149,Signal & Telecom,TVC-QLN,signal_fault,Medium,46,0.591,0,49,7,False,2026-10-05 15:00:00,2026-10-05 20:00:00,35
REQ-01567,AST-SNT-032,Signal & Telecom,HWH-BWN,signal_fault,Low,29,0.669,1,33,6,False,2026-09-17 15:00:00,2026-09-17 20:00:00,46
REQ-01568,AST-SNT-092,Signal & Telecom,LKO-CNB,signal_fault,Medium,42,0.591,1,37,5,True,2026-09-22 13:00:00,2026-09-22 18:00:00,40
REQ-01569,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,Low,55,0.268,1,36,3,False,2026-09-25 00:00:00,2026-09-25 03:00:00,35
REQ-01570,AST-ENG-037,Engineering,SBC-JTJ,track_defect,Low,30,0.733,1,47,7,False,2026-09-21 11:00:00,2026-09-21 16:00:00,38
REQ-01571,AST-ENG-076,Engineering,ADI-BRC,track_defect,Low,11,0.347,0,41,3,False,2026-10-05 22:00:00,2026-10-06 01:00:00,42
REQ-01572,AST-TRD-072,Traction Distribution,PUNE-DD,traction_fault,Low,11,0.735,1,91,7,False,2026-09-15 02:00:00,2026-09-15 05:00:00,38
REQ-01573,AST-SNT-055,Signal & Telecom,MAS-AJJ,signal_fault,Low,39,0.873,1,48,5,False,2026-09-21 15:00:00,2026-09-21 18:00:00,44
REQ-01574,AST-SNT-090,Signal & Telecom,LKO-CNB,signal_fault,Medium,57,0.613,1,56,5,True,2026-09-23 15:00:00,2026-09-23 20:00:00,40
REQ-01575,AST-ENG-076,Engineering,ADI-BRC,track_defect,Medium,74,0.285,1,26,3,True,2026-09-20 15:00:00,2026-09-20 20:00:00,42
REQ-01576,AST-TRD-081,Traction Distribution,ADI-BRC,traction_fault,Low,65,0.556,1,140,2,False,2026-09-07 04:00:00,2026-09-07 09:00:00,42
REQ-01577,AST-TRD-130,Traction Distribution,ALD-MGS,traction_fault,Low,29,0.689,1,141,5,False,2026-09-09 15:00:00,2026-09-09 17:00:00,45
REQ-01578,AST-ENG-097,Engineering,BPL-ET,track_defect,Low,37,0.336,1,40,2,False,2026-09-23 02:00:00,2026-09-23 06:00:00,41
REQ-01579,AST-ENG-015,Engineering,CSMT-KYN,track_defect,Low,59,0.569,1,22,5,False,2026-09-10 02:00:00,2026-09-10 06:00:00,48
REQ-01580,AST-ENG-037,Engineering,SBC-JTJ,track_defect,Low,12,0.736,1,43,7,False,2026-09-17 11:00:00,2026-09-17 15:00:00,38
REQ-01581,AST-ENG-136,Engineering,GHY-NJP,track_defect,Low,16,0.76,0,56,8,False,2026-10-03 13:00:00,2026-10-03 16:00:00,34
REQ-01582,AST-TRD-033,Traction Distribution,HWH-BWN,traction_fault,Medium,60,0.664,0,133,6,False,2026-10-04 13:00:00,2026-10-04 15:00:00,46
REQ-01583,AST-SNT-055,Signal & Telecom,MAS-AJJ,signal_fault,Medium,23,0.91,0,60,5,False,2026-10-03 15:00:00,2026-10-03 20:00:00,44
REQ-01584,AST-TRD-165,Traction Distribution,BZA-VSKP,traction_fault,Medium,12,0.642,1,171,3,False,2026-09-25 00:00:00,2026-09-25 05:00:00,41
REQ-01585,AST-ENG-145,Engineering,TVC-QLN,track_defect,Low,83,0.714,1,51,7,True,2026-09-11 22:00:00,2026-09-12 01:00:00,35
REQ-01586,AST-TRD-144,Traction Distribution,GHY-NJP,traction_fault,Low,49,0.354,1,124,2,False,2026-09-13 23:00:00,2026-09-14 02:00:00,34
REQ-01587,AST-ENG-147,Engineering,TVC-QLN,track_defect,Low,20,0.427,1,61,1,False,2026-09-24 23:00:00,2026-09-25 04:00:00,35
REQ-01588,AST-TRD-022,Traction Distribution,CSMT-KYN,traction_fault,Low,79,0.478,1,155,2,True,2026-09-17 11:00:00,2026-09-17 16:00:00,48
REQ-01589,AST-SNT-137,Signal & Telecom,GHY-NJP,signal_fault,Low,60,0.39,1,43,3,False,2026-09-20 11:00:00,2026-09-20 16:00:00,34
REQ-01590,AST-TRD-108,Traction Distribution,BPL-ET,traction_fault,Low,62,0.653,1,113,5,False,2026-09-07 15:00:00,2026-09-07 18:00:00,41
REQ-01591,AST-ENG-025,Engineering,HWH-BWN,track_defect,Low,9,0.955,1,49,9,False,2026-09-16 00:00:00,2026-09-16 05:00:00,46
REQ-01592,AST-ENG-158,Engineering,BZA-VSKP,track_defect,Low,37,0.38,1,26,2,False,2026-09-18 15:00:00,2026-09-18 18:00:00,41
REQ-01593,AST-SNT-128,Signal & Telecom,ALD-MGS,signal_fault,Low,48,0.349,0,46,1,False,2026-10-01 22:00:00,2026-10-02 02:00:00,45
REQ-01594,AST-TRD-010,Traction Distribution,NDLS-GZB,traction_fault,Low,25,0.571,1,96,5,False,2026-09-25 00:00:00,2026-09-25 03:00:00,48
REQ-01595,AST-SNT-066,Signal & Telecom,PUNE-DD,signal_fault,Medium,48,0.328,1,34,4,False,2026-09-25 22:00:00,2026-09-26 03:00:00,38
REQ-01596,AST-SNT-078,Signal & Telecom,ADI-BRC,signal_fault,Low,42,0.437,1,31,2,False,2026-09-09 22:00:00,2026-09-10 01:00:00,42
REQ-01597,AST-SNT-066,Signal & Telecom,PUNE-DD,signal_fault,Low,60,0.317,1,34,4,False,2026-09-25 23:00:00,2026-09-26 03:00:00,38
REQ-01598,AST-TRD-023,Traction Distribution,CSMT-KYN,traction_fault,High,75,0.806,1,144,6,False,2026-09-28 04:00:00,2026-09-28 06:00:00,48
REQ-01599,AST-ENG-111,Engineering,JP-AII,track_defect,High,10,0.454,1,61,4,False,2026-09-22 00:00:00,2026-09-22 03:00:00,35
REQ-01600,AST-SNT-175,Signal & Telecom,NGP-BSL,signal_fault,Low,57,0.371,1,42,3,False,2026-09-19 13:00:00,2026-09-19 16:00:00,38
REQ-01601,AST-ENG-123,Engineering,ALD-MGS,track_defect,Medium,77,0.467,1,50,2,True,2026-09-23 02:00:00,2026-09-23 07:00:00,45
REQ-01602,AST-SNT-102,Signal & Telecom,BPL-ET,signal_fault,Low,1,0.583,1,27,3,False,2026-09-07 04:00:00,2026-09-07 08:00:00,41
REQ-01603,AST-TRD-083,Traction Distribution,ADI-BRC,traction_fault,Medium,48,0.323,1,118,1,False,2026-09-19 04:00:00,2026-09-19 06:00:00,42
REQ-01604,AST-SNT-079,Signal & Telecom,ADI-BRC,signal_fault,Low,15,0.397,1,43,2,True,2026-09-22 02:00:00,2026-09-22 07:00:00,42
REQ-01605,AST-SNT-164,Signal & Telecom,BZA-VSKP,signal_fault,Low,6,0.592,1,44,3,True,2026-09-13 04:00:00,2026-09-13 07:00:00,41
REQ-01606,AST-TRD-165,Traction Distribution,BZA-VSKP,traction_fault,Medium,43,0.637,1,175,3,False,2026-09-29 23:00:00,2026-09-30 02:00:00,41
REQ-01607,AST-ENG-052,Engineering,MAS-AJJ,track_defect,Low,14,0.54,1,43,3,False,2026-09-25 11:00:00,2026-09-25 16:00:00,44
REQ-01608,AST-ENG-001,Engineering,NDLS-GZB,track_defect,Medium,48,0.325,1,34,1,False,2026-09-11 23:00:00,2026-09-12 01:00:00,48
REQ-01609,AST-SNT-115,Signal & Telecom,JP-AII,signal_fault,High,46,0.856,0,64,6,False,2026-10-02 11:00:00,2026-10-02 15:00:00,35
REQ-01610,AST-SNT-173,Signal & Telecom,NGP-BSL,signal_fault,Low,18,0.757,1,62,6,True,2026-09-22 23:00:00,2026-09-23 04:00:00,38
REQ-01611,AST-SNT-140,Signal & Telecom,GHY-NJP,signal_fault,Low,51,0.48,1,24,3,True,2026-09-09 13:00:00,2026-09-09 18:00:00,34
REQ-01612,AST-SNT-162,Signal & Telecom,BZA-VSKP,signal_fault,Low,19,0.257,1,42,1,False,2026-09-29 13:00:00,2026-09-29 18:00:00,41
REQ-01613,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Low,4,0.841,0,169,5,False,2026-10-04 04:00:00,2026-10-04 09:00:00,35
REQ-01614,AST-SNT-174,Signal & Telecom,NGP-BSL,signal_fault,Low,36,0.582,1,49,4,False,2026-09-26 22:00:00,2026-09-27 03:00:00,38
REQ-01615,AST-TRD-131,Traction Distribution,ALD-MGS,traction_fault,Low,33,0.521,1,93,4,False,2026-09-12 02:00:00,2026-09-12 07:00:00,45
REQ-01616,AST-SNT-007,Signal & Telecom,NDLS-GZB,signal_fault,Medium,1,0.562,1,47,3,False,2026-09-14 04:00:00,2026-09-14 08:00:00,48
REQ-01617,AST-TRD-107,Traction Distribution,BPL-ET,traction_fault,Low,72,0.448,1,86,2,False,2026-09-16 02:00:00,2026-09-16 05:00:00,41
REQ-01618,AST-SNT-079,Signal & Telecom,ADI-BRC,signal_fault,Low,21,0.309,0,52,2,False,2026-10-01 02:00:00,2026-10-01 06:00:00,42
REQ-01619,AST-SNT-019,Signal & Telecom,CSMT-KYN,signal_fault,Low,11,0.675,1,46,6,False,2026-09-23 15:00:00,2026-09-23 20:00:00,48
REQ-01620,AST-SNT-053,Signal & Telecom,MAS-AJJ,signal_fault,High,25,0.477,1,41,4,False,2026-09-13 00:00:00,2026-09-13 05:00:00,44
REQ-01621,AST-ENG-121,Engineering,ALD-MGS,track_defect,Medium,0,0.587,1,67,4,False,2026-09-29 23:00:00,2026-09-30 04:00:00,45
REQ-01622,AST-SNT-078,Signal & Telecom,ADI-BRC,signal_fault,Low,55,0.394,0,56,2,False,2026-10-04 11:00:00,2026-10-04 16:00:00,42
REQ-01623,AST-SNT-053,Signal & Telecom,MAS-AJJ,signal_fault,High,6,0.541,1,38,4,False,2026-09-10 04:00:00,2026-09-10 08:00:00,44
REQ-01624,AST-ENG-086,Engineering,LKO-CNB,track_defect,Medium,38,0.544,1,44,6,False,2026-09-22 23:00:00,2026-09-23 01:00:00,40
REQ-01625,AST-ENG-123,Engineering,ALD-MGS,track_defect,Low,73,0.508,1,41,2,False,2026-09-14 23:00:00,2026-09-15 02:00:00,45
REQ-01626,AST-SNT-054,Signal & Telecom,MAS-AJJ,signal_fault,Low,9,0.487,0,42,2,False,2026-10-03 04:00:00,2026-10-03 07:00:00,44
REQ-01627,AST-TRD-119,Traction Distribution,JP-AII,traction_fault,High,0,0.545,1,131,5,False,2026-09-10 04:00:00,2026-09-10 08:00:00,35
REQ-01628,AST-SNT-140,Signal & Telecom,GHY-NJP,signal_fault,Low,9,0.512,1,34,3,False,2026-09-19 04:00:00,2026-09-19 06:00:00,34
REQ-01629,AST-TRD-009,Traction Distribution,NDLS-GZB,traction_fault,Medium,37,0.354,1,139,2,False,2026-09-28 13:00:00,2026-09-28 16:00:00,48
REQ-01630,AST-SNT-032,Signal & Telecom,HWH-BWN,signal_fault,Medium,56,0.641,1,29,6,False,2026-09-13 00:00:00,2026-09-13 03:00:00,46
REQ-01631,AST-SNT-008,Signal & Telecom,NDLS-GZB,signal_fault,Low,13,0.446,0,60,1,True,2026-10-03 02:00:00,2026-10-03 07:00:00,48
REQ-01632,AST-TRD-093,Traction Distribution,LKO-CNB,traction_fault,Low,23,0.392,1,120,1,False,2026-09-08 00:00:00,2026-09-08 02:00:00,40
REQ-01633,AST-SNT-150,Signal & Telecom,TVC-QLN,signal_fault,Medium,30,0.729,1,44,7,False,2026-09-13 11:00:00,2026-09-13 15:00:00,35
REQ-01634,AST-ENG-037,Engineering,SBC-JTJ,track_defect,Low,75,0.714,1,35,7,False,2026-09-09 00:00:00,2026-09-09 05:00:00,38
REQ-01635,AST-TRD-009,Traction Distribution,NDLS-GZB,traction_fault,Low,33,0.332,1,128,2,False,2026-09-17 11:00:00,2026-09-17 13:00:00,48
REQ-01636,AST-SNT-173,Signal & Telecom,NGP-BSL,signal_fault,Medium,71,0.703,1,50,6,False,2026-09-10 04:00:00,2026-09-10 07:00:00,38
REQ-01637,AST-SNT-101,Signal & Telecom,BPL-ET,signal_fault,Low,40,0.502,1,38,3,False,2026-09-10 15:00:00,2026-09-10 19:00:00,41
REQ-01638,AST-SNT-041,Signal & Telecom,SBC-JTJ,signal_fault,Medium,51,0.464,1,42,3,True,2026-09-26 11:00:00,2026-09-26 16:00:00,38
REQ-01639,AST-ENG-016,Engineering,CSMT-KYN,track_defect,Low,53,0.851,1,43,5,False,2026-09-14 11:00:00,2026-09-14 13:00:00,48
REQ-01640,AST-TRD-036,Traction Distribution,HWH-BWN,traction_fault,Low,4,0.568,1,142,5,False,2026-09-07 22:00:00,2026-09-08 02:00:00,46
REQ-01641,AST-TRD-046,Traction Distribution,SBC-JTJ,traction_fault,Medium,26,0.469,1,89,5,False,2026-09-21 11:00:00,2026-09-21 13:00:00,38
REQ-01642,AST-TRD-058,Traction Distribution,MAS-AJJ,traction_fault,Medium,8,0.586,1,102,6,False,2026-09-27 15:00:00,2026-09-27 17:00:00,44
REQ-01643,AST-ENG-038,Engineering,SBC-JTJ,track_defect,Low,72,0.733,1,49,5,False,2026-09-20 13:00:00,2026-09-20 18:00:00,38
REQ-01644,AST-TRD-023,Traction Distribution,CSMT-KYN,traction_fault,Low,53,0.819,1,145,6,False,2026-09-29 04:00:00,2026-09-29 08:00:00,48
REQ-01645,AST-TRD-119,Traction Distribution,JP-AII,traction_fault,Low,82,0.566,1,138,5,True,2026-09-17 22:00:00,2026-09-18 01:00:00,35
REQ-01646,AST-TRD-129,Traction Distribution,ALD-MGS,traction_fault,Medium,9,0.581,0,110,5,False,2026-10-01 15:00:00,2026-10-01 20:00:00,45
REQ-01647,AST-SNT-006,Signal & Telecom,NDLS-GZB,signal_fault,High,15,0.482,1,49,2,False,2026-09-26 23:00:00,2026-09-27 04:00:00,48
REQ-01648,AST-SNT-140,Signal & Telecom,GHY-NJP,signal_fault,High,25,0.447,1,29,3,False,2026-09-14 00:00:00,2026-09-14 03:00:00,34
REQ-01649,AST-ENG-145,Engineering,TVC-QLN,track_defect,Low,73,0.715,0,75,7,False,2026-10-05 02:00:00,2026-10-05 06:00:00,35
REQ-01650,AST-TRD-084,Traction Distribution,ADI-BRC,traction_fault,Low,14,0.865,0,167,6,False,2026-10-01 11:00:00,2026-10-01 13:00:00,42
REQ-01651,AST-TRD-072,Traction Distribution,PUNE-DD,traction_fault,Low,69,0.675,1,98,7,True,2026-09-22 13:00:00,2026-09-22 16:00:00,38
REQ-01652,AST-SNT-042,Signal & Telecom,SBC-JTJ,signal_fault,Medium,39,0.592,1,60,3,True,2026-09-27 00:00:00,2026-09-27 03:00:00,38
REQ-01653,AST-SNT-115,Signal & Telecom,JP-AII,signal_fault,High,63,0.793,1,53,6,False,2026-09-21 15:00:00,2026-09-21 18:00:00,35
REQ-01654,AST-ENG-122,Engineering,ALD-MGS,track_defect,Medium,17,0.496,0,48,2,False,2026-10-02 00:00:00,2026-10-02 05:00:00,45
REQ-01655,AST-SNT-055,Signal & Telecom,MAS-AJJ,signal_fault,Low,71,0.9,0,58,5,True,2026-10-01 00:00:00,2026-10-01 03:00:00,44
REQ-01656,AST-TRD-070,Traction Distribution,PUNE-DD,traction_fault,Low,4,0.37,1,113,3,False,2026-09-17 11:00:00,2026-09-17 14:00:00,38
REQ-01657,AST-ENG-171,Engineering,NGP-BSL,track_defect,Low,28,0.635,0,71,3,False,2026-10-06 11:00:00,2026-10-06 14:00:00,38
REQ-01658,AST-TRD-081,Traction Distribution,ADI-BRC,traction_fault,High,38,0.577,1,156,2,False,2026-09-23 15:00:00,2026-09-23 18:00:00,42
REQ-01659,AST-TRD-009,Traction Distribution,NDLS-GZB,traction_fault,Low,72,0.405,1,120,2,True,2026-09-09 23:00:00,2026-09-10 01:00:00,48
REQ-01660,AST-SNT-008,Signal & Telecom,NDLS-GZB,signal_fault,Low,14,0.39,1,54,1,False,2026-09-27 04:00:00,2026-09-27 07:00:00,48
REQ-01661,AST-TRD-036,Traction Distribution,HWH-BWN,traction_fault,Low,45,0.618,1,160,5,False,2026-09-25 11:00:00,2026-09-25 14:00:00,46
REQ-01662,AST-TRD-084,Traction Distribution,ADI-BRC,traction_fault,Low,35,0.875,1,166,6,False,2026-09-30 23:00:00,2026-10-01 03:00:00,42
REQ-01663,AST-TRD-045,Traction Distribution,SBC-JTJ,traction_fault,Low,23,0.401,1,95,2,False,2026-09-14 22:00:00,2026-09-15 01:00:00,38
REQ-01664,AST-TRD-060,Traction Distribution,MAS-AJJ,traction_fault,Low,28,0.578,1,83,3,True,2026-09-16 23:00:00,2026-09-17 02:00:00,44
REQ-01665,AST-ENG-147,Engineering,TVC-QLN,track_defect,Low,52,0.433,1,59,1,False,2026-09-22 02:00:00,2026-09-22 06:00:00,35
REQ-01666,AST-TRD-035,Traction Distribution,HWH-BWN,traction_fault,Low,37,0.792,1,165,4,False,2026-09-22 23:00:00,2026-09-23 04:00:00,46
REQ-01667,AST-ENG-136,Engineering,GHY-NJP,track_defect,Low,8,0.691,1,43,8,False,2026-09-20 04:00:00,2026-09-20 09:00:00,34
REQ-01668,AST-TRD-081,Traction Distribution,ADI-BRC,traction_fault,Low,28,0.593,1,153,2,False,2026-09-20 02:00:00,2026-09-20 06:00:00,42
REQ-01669,AST-TRD-034,Traction Distribution,HWH-BWN,traction_fault,Low,17,0.452,1,103,3,False,2026-09-24 04:00:00,2026-09-24 08:00:00,46
REQ-01670,AST-ENG-052,Engineering,MAS-AJJ,track_defect,Medium,54,0.568,1,39,3,False,2026-09-21 13:00:00,2026-09-21 18:00:00,44
REQ-01671,AST-SNT-091,Signal & Telecom,LKO-CNB,signal_fault,Medium,69,0.414,1,24,4,False,2026-09-09 15:00:00,2026-09-09 18:00:00,40
REQ-01672,AST-SNT-041,Signal & Telecom,SBC-JTJ,signal_fault,Low,64,0.371,1,27,3,False,2026-09-11 11:00:00,2026-09-11 13:00:00,38
REQ-01673,AST-ENG-097,Engineering,BPL-ET,track_defect,Medium,42,0.283,1,47,2,False,2026-09-30 15:00:00,2026-09-30 20:00:00,41
REQ-01674,AST-TRD-083,Traction Distribution,ADI-BRC,traction_fault,Low,73,0.359,1,118,1,True,2026-09-19 15:00:00,2026-09-19 20:00:00,42
REQ-01675,AST-TRD-130,Traction Distribution,ALD-MGS,traction_fault,Low,26,0.748,1,157,5,False,2026-09-25 02:00:00,2026-09-25 07:00:00,45
REQ-01676,AST-SNT-175,Signal & Telecom,NGP-BSL,signal_fault,Medium,24,0.367,1,33,3,False,2026-09-10 22:00:00,2026-09-11 01:00:00,38
REQ-01677,AST-TRD-084,Traction Distribution,ADI-BRC,traction_fault,Low,33,0.922,1,151,6,False,2026-09-15 15:00:00,2026-09-15 20:00:00,42
REQ-01678,AST-SNT-068,Signal & Telecom,PUNE-DD,signal_fault,Low,27,0.818,1,67,7,True,2026-09-29 00:00:00,2026-09-29 05:00:00,38
REQ-01679,AST-ENG-136,Engineering,GHY-NJP,track_defect,Low,76,0.692,1,37,8,False,2026-09-14 11:00:00,2026-09-14 16:00:00,34
REQ-01680,AST-ENG-157,Engineering,BZA-VSKP,track_defect,Low,67,0.466,1,38,2,False,2026-09-18 00:00:00,2026-09-18 03:00:00,41
REQ-01681,AST-SNT-090,Signal & Telecom,LKO-CNB,signal_fault,Low,85,0.593,1,61,5,False,2026-09-28 04:00:00,2026-09-28 08:00:00,40
REQ-01682,AST-SNT-114,Signal & Telecom,JP-AII,signal_fault,Medium,0,0.49,1,41,4,False,2026-09-28 04:00:00,2026-09-28 06:00:00,35
REQ-01683,AST-TRD-022,Traction Distribution,CSMT-KYN,traction_fault,Medium,54,0.472,1,165,2,False,2026-09-27 22:00:00,2026-09-28 03:00:00,48
REQ-01684,AST-SNT-174,Signal & Telecom,NGP-BSL,signal_fault,Medium,60,0.561,1,32,4,False,2026-09-09 11:00:00,2026-09-09 16:00:00,38
REQ-01685,AST-ENG-076,Engineering,ADI-BRC,track_defect,Low,39,0.312,1,21,3,False,2026-09-15 13:00:00,2026-09-15 18:00:00,42
REQ-01686,AST-ENG-135,Engineering,GHY-NJP,track_defect,Low,35,0.532,1,54,3,False,2026-09-20 02:00:00,2026-09-20 04:00:00,34
REQ-01687,AST-ENG-146,Engineering,TVC-QLN,track_defect,Low,30,0.601,0,52,6,False,2026-10-02 15:00:00,2026-10-02 18:00:00,35
REQ-01688,AST-TRD-046,Traction Distribution,SBC-JTJ,traction_fault,Low,50,0.404,0,104,5,False,2026-10-06 22:00:00,2026-10-07 02:00:00,38
REQ-01689,AST-SNT-031,Signal & Telecom,HWH-BWN,signal_fault,Low,76,0.72,0,56,5,True,2026-10-03 23:00:00,2026-10-04 01:00:00,46
REQ-01690,AST-SNT-150,Signal & Telecom,TVC-QLN,signal_fault,Low,52,0.703,1,60,7,False,2026-09-29 22:00:00,2026-09-30 03:00:00,35
REQ-01691,AST-TRD-143,Traction Distribution,GHY-NJP,traction_fault,Medium,61,0.64,1,88,8,False,2026-09-20 04:00:00,2026-09-20 07:00:00,34
REQ-01692,AST-TRD-142,Traction Distribution,GHY-NJP,traction_fault,Low,23,0.309,1,103,3,False,2026-09-11 11:00:00,2026-09-11 16:00:00,34
REQ-01693,AST-SNT-020,Signal & Telecom,CSMT-KYN,signal_fault,Medium,31,0.45,1,30,3,False,2026-09-21 11:00:00,2026-09-21 14:00:00,48
REQ-01694,AST-ENG-136,Engineering,GHY-NJP,track_defect,Low,23,0.787,1,35,8,False,2026-09-12 11:00:00,2026-09-12 15:00:00,34
REQ-01695,AST-SNT-164,Signal & Telecom,BZA-VSKP,signal_fault,High,18,0.648,1,51,3,False,2026-09-20 23:00:00,2026-09-21 01:00:00,41
REQ-01696,AST-SNT-031,Signal & Telecom,HWH-BWN,signal_fault,Low,28,0.748,1,32,5,False,2026-09-09 13:00:00,2026-09-09 15:00:00,46
REQ-01697,AST-SNT-054,Signal & Telecom,MAS-AJJ,signal_fault,Low,46,0.462,1,18,2,False,2026-09-09 15:00:00,2026-09-09 17:00:00,44
REQ-01698,AST-TRD-095,Traction Distribution,LKO-CNB,traction_fault,Medium,50,0.716,1,140,7,False,2026-09-22 02:00:00,2026-09-22 04:00:00,40
REQ-01699,AST-SNT-149,Signal & Telecom,TVC-QLN,signal_fault,Low,14,0.56,1,21,7,True,2026-09-07 00:00:00,2026-09-07 02:00:00,35
REQ-01700,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,Low,24,0.339,1,18,3,False,2026-09-07 22:00:00,2026-09-08 02:00:00,35
REQ-01701,AST-ENG-087,Engineering,LKO-CNB,track_defect,Low,15,0.478,0,40,3,False,2026-10-01 15:00:00,2026-10-01 20:00:00,40
REQ-01702,AST-SNT-128,Signal & Telecom,ALD-MGS,signal_fault,Low,64,0.398,0,50,1,False,2026-10-05 15:00:00,2026-10-05 19:00:00,45
REQ-01703,AST-SNT-068,Signal & Telecom,PUNE-DD,signal_fault,Medium,65,0.786,1,66,7,True,2026-09-28 22:00:00,2026-09-29 03:00:00,38
REQ-01704,AST-ENG-063,Engineering,PUNE-DD,track_defect,Medium,27,0.303,0,64,2,False,2026-10-04 15:00:00,2026-10-04 17:00:00,38
REQ-01705,AST-ENG-160,Engineering,BZA-VSKP,track_defect,Low,38,0.383,1,65,1,False,2026-09-29 22:00:00,2026-09-30 01:00:00,41
REQ-01706,AST-ENG-016,Engineering,CSMT-KYN,track_defect,High,39,0.852,0,63,5,False,2026-10-04 13:00:00,2026-10-04 16:00:00,48
REQ-01707,AST-SNT-116,Signal & Telecom,JP-AII,signal_fault,Low,81,0.465,1,42,3,True,2026-09-28 23:00:00,2026-09-29 04:00:00,35
REQ-01708,AST-TRD-009,Traction Distribution,NDLS-GZB,traction_fault,Medium,70,0.373,1,138,2,False,2026-09-27 15:00:00,2026-09-27 17:00:00,48
